index,z_index,z_title,z_main_author,z_abstract,z_venue,z_year
1214,,,,,,
1215,,,,,,
1216,,,,,,
1217,,,,,,
1218,,,,,,
1219,,,,,,
1220,,,,,,
1221,,,,,,
1222,,,,,,
1223,,,,,,
1224,,,,,,
1225,,,,,,
1226,,,,,,
1227,,,,,,
1228,47363,An efficient delegation protocol with delegation traceability in the X.509 proxy certificate environment for computational grids,Younho Lee,"The X.509 proxy certificate is widely used to delegate an entity's right to another entity in the computational grid environment. However, this proxy certificate has two drawbacks: the potential security threat caused by non-traceability of a delegation chain and the inefficiency caused by an interactive communication between the right grantor and the right grantee on the delegation protocol. To address these problems, a new delegation protocol is presented. The proposed protocol employs an ID-based key generation technique to support delegation traceability and non-interactive delegation. Since access-right delegation occurs frequently in the computational grid environment, the proposed protocol can enhance security by providing delegation traceability and can enhance efficiency by reducing the inter-domain communication cost.",Information Sciences: an International Journal,2008
1229,,,,,,
1230,,,,,,
1231,,,,,,
1232,,,,,,
1233,,,,,,
1234,,,,,,
1235,,,,,,
1236,,,,,,
1237,,,,,,
1238,,,,,,
1239,,,,,,
1240,,,,,,
1241,,,,,,
1242,,,,,,
1243,,,,,,
1244,,,,,,
1245,,,,,,
1246,,,,,,
1247,,,,,,
1248,,,,,,
1249,,,,,,
1250,,,,,,
1251,,,,,,
1252,,,,,,
1253,,,,,,
1254,,,,,,
1255,,,,,,
1256,,,,,,
1257,,,,,,
1258,,,,,,
1259,,,,,,
1260,,,,,,
1261,,,,,,
1262,,,,,,
1263,493102,Form one students' engagement with computer games and its effect on their academic achievement in a Malaysian secondary school,Yee Leng Eow,"The main purpose of the study was to address the association between computer games and students' academic achievement. The exceptional growth in numbers of children playing computer games, the uneasiness and incomplete understanding foundation when starting the discussion on computer games have stimulated this study to be conducted. From a survey conducted on 236 form one students in one of the Malaysian secondary school, 75.8 percent were gamers. Playing computer games seemed to be more stereotypically boy's activity with 91.3 percent of the boys engaged in computer games compared to 54.1 percent among the girls. They spent an average of 8.47 hours per week playing computer games. Parents and teachers' concern about computer games was not something that went unwarranted as an overall result was predicting computer games as having negative associations with students' academic achievement. However, in-depth analyses by combinations of classes done step by step indicated that the initial results could be overruled by students from the last class, whom need extra attentions. As a conclusion, the findings in this study suggest some interesting yet ultimately weak associations between playing computer games and students' academic achievement. Nevertheless, caution is warranted in making any generalization as looking at the population as a whole will be different from its components. The generalizability of this study's findings is limited by the nature of the sample. Even so, blaming computer games for the students' bad academic performance in school is unjustified as there are many more other factors to look into before finding computer games as the scapegoat.",Computers Education,2009
1264,,,,,,
1265,,,,,,
1266,,,,,,
1267,,,,,,
1268,,,,,,
1269,,,,,,
1270,,,,,,
1271,,,,,,
1272,,,,,,
1273,,,,,,
1274,,,,,,
1275,,,,,,
1276,,,,,,
1277,,,,,,
1278,,,,,,
1279,,,,,,
1280,,,,,,
1281,,,,,,
1282,,,,,,
1283,,,,,,
1284,,,,,,
1285,,,,,,
1286,,,,,,
1287,,,,,,
1288,,,,,,
1289,,,,,,
1290,,,,,,
1291,,,,,,
1292,,,,,,
1293,,,,,,
1294,,,,,,
1295,,,,,,
1296,,,,,,
1297,,,,,,
1298,,,,,,
1299,,,,,,
1300,,,,,,
1301,,,,,,
1302,,,,,,
1303,,,,,,
1304,,,,,,
1305,,,,,,
1306,,,,,,
1307,,,,,,
1308,,,,,,
1309,,,,,,
1310,,,,,,
1311,,,,,,
1312,,,,,,
1313,,,,,,
1314,,,,,,
1315,,,,,,
1316,,,,,,
1317,,,,,,
1318,,,,,,
1319,,,,,,
1320,,,,,,
1321,,,,,,
1322,,,,,,
1323,,,,,,
1324,,,,,,
1325,,,,,,
1326,,,,,,
1327,,,,,,
1328,,,,,,
1329,,,,,,
1330,,,,,,
1331,,,,,,
1332,,,,,,
1333,,,,,,
1334,,,,,,
1335,,,,,,
1336,,,,,,
1337,,,,,,
1338,,,,,,
1339,,,,,,
1340,,,,,,
1341,,,,,,
1342,,,,,,
1343,,,,,,
1344,,,,,,
1345,,,,,,
1346,,,,,,
1347,,,,,,
1348,,,,,,
1349,,,,,,
1350,,,,,,
1351,,,,,,
1352,,,,,,
1353,,,,,,
1354,,,,,,
1355,,,,,,
1356,,,,,,
1357,,,,,,
1358,,,,,,
1359,,,,,,
1360,,,,,,
1361,,,,,,
1362,,,,,,
1363,,,,,,
1364,,,,,,
1365,,,,,,
1366,,,,,,
1367,,,,,,
1368,,,,,,
1369,,,,,,
1370,,,,,,
1371,,,,,,
1372,627566,Type inference and type checking for queries on execution traces,Daniel Deutch,"This paper studies, for the first time, the management of type information for an important class of semi-structured data: nested DAGs (Directed Acyclic Graphs) that describe execution traces of business processes (BPs for short). Specifically, we consider here type inference and type checking for queries over BP execution traces. The queries that we consider select portions of the traces that are of interest to the user; the types describe the possible shape of the execution traces in the input/output of the query. We formally define and characterize here three common classes of BP execution traces and their respective notions of type inference and type checking. We study the complexity of the two problems for query languages of varying expressive power and present efficient type inference/checking algorithms whenever possible. Our analysis offers a nearly complete picture of which combinations of trace classes and query features lead to PTIME algorithms and which to NP-complete or undecidable problems.",Proceedings of the VLDB Endowment,2008
